Using device: cuda
Label distribution: {0: 49, 1: 28, 2: 21, 3: 28, 4: 21, 5: 42, 6: 35, 7: 21, 8: 35}
Block 0 distribution: {0: 7, 1: 4, 2: 3, 3: 4, 4: 3, 5: 6, 6: 5, 7: 3, 8: 5}
Block 1 distribution: {0: 7, 1: 4, 2: 3, 3: 4, 4: 3, 5: 6, 6: 5, 7: 3, 8: 5}
Block 2 distribution: {0: 7, 1: 4, 2: 3, 3: 4, 4: 3, 5: 6, 6: 5, 7: 3, 8: 5}
Block 3 distribution: {0: 7, 1: 4, 2: 3, 3: 4, 4: 3, 5: 6, 6: 5, 7: 3, 8: 5}
Block 4 distribution: {0: 7, 1: 4, 2: 3, 3: 4, 4: 3, 5: 6, 6: 5, 7: 3, 8: 5}
Block 5 distribution: {0: 7, 1: 4, 2: 3, 3: 4, 4: 3, 5: 6, 6: 5, 7: 3, 8: 5}
Block 6 distribution: {0: 7, 1: 4, 2: 3, 3: 4, 4: 3, 5: 6, 6: 5, 7: 3, 8: 5}
(7, 40, 5, 2)
Number of categories: 9
Fold 0 | Epoch 01 - train_acc: 0.172, train_loss: 2.195, val_acc: 0.175, val_loss: 2.194
Fold 0 | Epoch 12 - train_acc: 0.178, train_loss: 2.165, val_acc: 0.175, val_loss: 2.156
Fold 0 | Epoch 13 - train_acc: 0.179, train_loss: 2.162, val_acc: 0.175, val_loss: 2.165
Fold 0 | Epoch 14 - train_acc: 0.181, train_loss: 2.159, val_acc: 0.175, val_loss: 2.184
Fold 0 | Epoch 15 - train_acc: 0.182, train_loss: 2.156, val_acc: 0.175, val_loss: 2.223
Fold 0 | Epoch 16 - train_acc: 0.183, train_loss: 2.153, val_acc: 0.175, val_loss: 2.327
Fold 0 | Epoch 17 - train_acc: 0.184, train_loss: 2.150, val_acc: 0.175, val_loss: 2.485
Fold 0 | Epoch 18 - train_acc: 0.184, train_loss: 2.148, val_acc: 0.175, val_loss: 2.789
Fold 0 | Epoch 19 - train_acc: 0.187, train_loss: 2.146, val_acc: 0.175, val_loss: 3.201
Fold 0 | Epoch 20 - train_acc: 0.190, train_loss: 2.143, val_acc: 0.175, val_loss: 3.596
Fold 0 | Epoch 21 - train_acc: 0.192, train_loss: 2.141, val_acc: 0.175, val_loss: 4.292
Fold 0 | Epoch 22 - train_acc: 0.192, train_loss: 2.139, val_acc: 0.175, val_loss: 5.275
Epoch 00023: reducing learning rate of group 0 to 3.2000e-05.
Fold 0 | Epoch 23 - train_acc: 0.191, train_loss: 2.138, val_acc: 0.175, val_loss: 6.504
Fold 0 | Epoch 24 - train_acc: 0.193, train_loss: 2.136, val_acc: 0.175, val_loss: 8.232
Fold 0 | Epoch 25 - train_acc: 0.192, train_loss: 2.135, val_acc: 0.175, val_loss: 9.277
Fold 0 | Epoch 26 - train_acc: 0.192, train_loss: 2.133, val_acc: 0.175, val_loss: 9.364
Fold 0 | Epoch 27 - train_acc: 0.189, train_loss: 2.132, val_acc: 0.175, val_loss: 8.775
Fold 0 | Epoch 28 - train_acc: 0.190, train_loss: 2.131, val_acc: 0.175, val_loss: 10.073
Fold 0 | Epoch 29 - train_acc: 0.189, train_loss: 2.130, val_acc: 0.175, val_loss: 11.742
Fold 0 | Epoch 30 - train_acc: 0.190, train_loss: 2.128, val_acc: 0.175, val_loss: 12.561
Fold 0 | Epoch 31 - train_acc: 0.190, train_loss: 2.127, val_acc: 0.175, val_loss: 13.387
Fold 0 | Epoch 32 - train_acc: 0.193, train_loss: 2.126, val_acc: 0.175, val_loss: 15.348
Fold 0 | Epoch 33 - train_acc: 0.193, train_loss: 2.125, val_acc: 0.175, val_loss: 17.158
Epoch 00034: reducing learning rate of group 0 to 2.5600e-05.
Fold 0 | Epoch 34 - train_acc: 0.195, train_loss: 2.124, val_acc: 0.175, val_loss: 20.077
Fold 0 | Epoch 35 - train_acc: 0.195, train_loss: 2.122, val_acc: 0.175, val_loss: 20.125
Fold 0 | Epoch 36 - train_acc: 0.194, train_loss: 2.122, val_acc: 0.175, val_loss: 20.405
Fold 0 | Epoch 37 - train_acc: 0.194, train_loss: 2.121, val_acc: 0.175, val_loss: 20.525
Fold 0 | Epoch 38 - train_acc: 0.192, train_loss: 2.120, val_acc: 0.175, val_loss: 20.532
Fold 0 | Epoch 39 - train_acc: 0.192, train_loss: 2.119, val_acc: 0.175, val_loss: 19.437
Fold 0 | Epoch 40 - train_acc: 0.192, train_loss: 2.118, val_acc: 0.175, val_loss: 18.238
Fold 0 | Epoch 41 - train_acc: 0.192, train_loss: 2.117, val_acc: 0.175, val_loss: 16.753
Fold 0 | Epoch 42 - train_acc: 0.192, train_loss: 2.116, val_acc: 0.175, val_loss: 17.493
Fold 0 | Epoch 43 - train_acc: 0.192, train_loss: 2.115, val_acc: 0.175, val_loss: 16.414
Fold 0 | Epoch 44 - train_acc: 0.194, train_loss: 2.114, val_acc: 0.175, val_loss: 16.931
Epoch 00045: reducing learning rate of group 0 to 2.0480e-05.
Fold 0 | Epoch 45 - train_acc: 0.194, train_loss: 2.113, val_acc: 0.175, val_loss: 13.884
Fold 0 | Epoch 46 - train_acc: 0.193, train_loss: 2.113, val_acc: 0.175, val_loss: 11.540
Fold 0 | Epoch 47 - train_acc: 0.191, train_loss: 2.112, val_acc: 0.175, val_loss: 10.618
Fold 0 | Epoch 48 - train_acc: 0.190, train_loss: 2.111, val_acc: 0.175, val_loss: 7.663
Fold 0 | Epoch 49 - train_acc: 0.192, train_loss: 2.111, val_acc: 0.175, val_loss: 5.713
Fold 0 | Epoch 50 - train_acc: 0.192, train_loss: 2.110, val_acc: 0.175, val_loss: 4.347
Fold 0 | Epoch 51 - train_acc: 0.192, train_loss: 2.109, val_acc: 0.142, val_loss: 2.599
Fold 0 | Epoch 52 - train_acc: 0.191, train_loss: 2.109, val_acc: 0.150, val_loss: 2.975
Fold 0 | Epoch 53 - train_acc: 0.190, train_loss: 2.108, val_acc: 0.140, val_loss: 3.188
Fold 0 | Epoch 54 - train_acc: 0.191, train_loss: 2.107, val_acc: 0.152, val_loss: 3.619
Fold 0 | Epoch 55 - train_acc: 0.191, train_loss: 2.106, val_acc: 0.175, val_loss: 4.702
Epoch 00056: reducing learning rate of group 0 to 1.6384e-05.
Fold 0 | Epoch 56 - train_acc: 0.191, train_loss: 2.106, val_acc: 0.175, val_loss: 5.888
Fold 0 | Epoch 57 - train_acc: 0.192, train_loss: 2.105, val_acc: 0.135, val_loss: 5.441
Fold 0 | Epoch 58 - train_acc: 0.192, train_loss: 2.105, val_acc: 0.138, val_loss: 5.871
Fold 0 | Epoch 59 - train_acc: 0.191, train_loss: 2.104, val_acc: 0.138, val_loss: 5.596
Fold 0 | Epoch 60 - train_acc: 0.191, train_loss: 2.104, val_acc: 0.135, val_loss: 4.565
Fold 0 | Epoch 61 - train_acc: 0.189, train_loss: 2.103, val_acc: 0.175, val_loss: 6.002
Fold 0 | Epoch 62 - train_acc: 0.189, train_loss: 2.102, val_acc: 0.175, val_loss: 6.969
Fold 0 | Epoch 63 - train_acc: 0.190, train_loss: 2.102, val_acc: 0.175, val_loss: 6.966
Fold 0 | Epoch 64 - train_acc: 0.191, train_loss: 2.101, val_acc: 0.175, val_loss: 8.047
Fold 0 | Epoch 65 - train_acc: 0.191, train_loss: 2.101, val_acc: 0.175, val_loss: 6.158
Fold 0 | Epoch 66 - train_acc: 0.194, train_loss: 2.100, val_acc: 0.175, val_loss: 3.715
Epoch 00067: reducing learning rate of group 0 to 1.3107e-05.
Fold 0 | Epoch 67 - train_acc: 0.195, train_loss: 2.100, val_acc: 0.168, val_loss: 2.923
Fold 0 | Epoch 68 - train_acc: 0.196, train_loss: 2.099, val_acc: 0.177, val_loss: 2.925
Fold 0 | Epoch 69 - train_acc: 0.195, train_loss: 2.099, val_acc: 0.135, val_loss: 2.205
Fold 0 | Epoch 70 - train_acc: 0.196, train_loss: 2.098, val_acc: 0.095, val_loss: 2.309
Fold 0 | Epoch 71 - train_acc: 0.197, train_loss: 2.098, val_acc: 0.170, val_loss: 2.264
Fold 0 | Epoch 72 - train_acc: 0.196, train_loss: 2.098, val_acc: 0.177, val_loss: 2.384
Fold 0 | Epoch 73 - train_acc: 0.198, train_loss: 2.097, val_acc: 0.175, val_loss: 3.377
Fold 0 | Epoch 74 - train_acc: 0.197, train_loss: 2.097, val_acc: 0.175, val_loss: 4.085
Fold 0 | Epoch 75 - train_acc: 0.197, train_loss: 2.096, val_acc: 0.175, val_loss: 3.740
Fold 0 | Epoch 76 - train_acc: 0.197, train_loss: 2.096, val_acc: 0.138, val_loss: 2.273
Fold 0 | Epoch 77 - train_acc: 0.198, train_loss: 2.095, val_acc: 0.142, val_loss: 2.317
Fold 0 | Epoch 78 - train_acc: 0.199, train_loss: 2.095, val_acc: 0.147, val_loss: 2.445
Epoch 00079: reducing learning rate of group 0 to 1.0486e-05.
Fold 0 | Epoch 79 - train_acc: 0.200, train_loss: 2.095, val_acc: 0.128, val_loss: 2.998
Fold 0 | Epoch 80 - train_acc: 0.199, train_loss: 2.094, val_acc: 0.142, val_loss: 3.188
Fold 0 | Epoch 81 - train_acc: 0.199, train_loss: 2.094, val_acc: 0.138, val_loss: 3.209
Fold 0 | Epoch 82 - train_acc: 0.200, train_loss: 2.094, val_acc: 0.138, val_loss: 2.480
Fold 0 | Epoch 83 - train_acc: 0.201, train_loss: 2.093, val_acc: 0.120, val_loss: 2.235
Fold 0 | Epoch 84 - train_acc: 0.200, train_loss: 2.093, val_acc: 0.083, val_loss: 2.388
Fold 0 | Epoch 85 - train_acc: 0.200, train_loss: 2.093, val_acc: 0.085, val_loss: 2.335
Fold 0 | Epoch 86 - train_acc: 0.200, train_loss: 2.092, val_acc: 0.117, val_loss: 2.203
Fold 0 | Epoch 87 - train_acc: 0.200, train_loss: 2.092, val_acc: 0.140, val_loss: 2.376
Fold 0 | Epoch 88 - train_acc: 0.201, train_loss: 2.092, val_acc: 0.142, val_loss: 2.313
Fold 0 | Epoch 89 - train_acc: 0.200, train_loss: 2.091, val_acc: 0.135, val_loss: 2.377
Epoch 00090: reducing learning rate of group 0 to 8.3886e-06.
Fold 0 | Epoch 90 - train_acc: 0.201, train_loss: 2.091, val_acc: 0.135, val_loss: 2.402
Fold 0 | Epoch 91 - train_acc: 0.201, train_loss: 2.091, val_acc: 0.133, val_loss: 2.647
Fold 0 | Epoch 92 - train_acc: 0.200, train_loss: 2.091, val_acc: 0.133, val_loss: 3.179
Fold 0 | Epoch 93 - train_acc: 0.200, train_loss: 2.090, val_acc: 0.170, val_loss: 3.454
Fold 0 | Epoch 94 - train_acc: 0.201, train_loss: 2.090, val_acc: 0.175, val_loss: 3.331
Fold 0 | Epoch 95 - train_acc: 0.200, train_loss: 2.090, val_acc: 0.175, val_loss: 2.797
Fold 0 | Epoch 96 - train_acc: 0.201, train_loss: 2.089, val_acc: 0.175, val_loss: 2.941
Fold 0 | Epoch 97 - train_acc: 0.201, train_loss: 2.089, val_acc: 0.175, val_loss: 3.271
Fold 0 | Epoch 98 - train_acc: 0.199, train_loss: 2.089, val_acc: 0.175, val_loss: 3.454
Fold 0 | Epoch 99 - train_acc: 0.200, train_loss: 2.089, val_acc: 0.175, val_loss: 3.684
Fold 0 | Epoch 100 - train_acc: 0.200, train_loss: 2.088, val_acc: 0.175, val_loss: 4.012
Epoch 00101: reducing learning rate of group 0 to 6.7109e-06.
Fold 0 | Epoch 101 - train_acc: 0.200, train_loss: 2.088, val_acc: 0.175, val_loss: 3.862
Fold 0 | Epoch 102 - train_acc: 0.200, train_loss: 2.088, val_acc: 0.175, val_loss: 3.707
Fold 0 | Epoch 103 - train_acc: 0.200, train_loss: 2.088, val_acc: 0.175, val_loss: 3.488
Fold 0 | Epoch 104 - train_acc: 0.200, train_loss: 2.088, val_acc: 0.175, val_loss: 3.600
Fold 0 | Epoch 105 - train_acc: 0.199, train_loss: 2.087, val_acc: 0.175, val_loss: 3.554
Fold 0 | Epoch 106 - train_acc: 0.199, train_loss: 2.087, val_acc: 0.175, val_loss: 3.291
Fold 0 | Epoch 107 - train_acc: 0.200, train_loss: 2.087, val_acc: 0.175, val_loss: 2.879
Fold 0 | Epoch 108 - train_acc: 0.200, train_loss: 2.087, val_acc: 0.135, val_loss: 2.192
Fold 0 | Epoch 109 - train_acc: 0.199, train_loss: 2.087, val_acc: 0.115, val_loss: 2.191
Fold 0 | Epoch 110 - train_acc: 0.199, train_loss: 2.086, val_acc: 0.125, val_loss: 2.199
Fold 0 | Epoch 111 - train_acc: 0.199, train_loss: 2.086, val_acc: 0.120, val_loss: 2.209
Epoch 00112: reducing learning rate of group 0 to 5.3687e-06.
Fold 0 | Epoch 112 - train_acc: 0.199, train_loss: 2.086, val_acc: 0.135, val_loss: 2.218
Fold 0 | Epoch 113 - train_acc: 0.198, train_loss: 2.086, val_acc: 0.117, val_loss: 2.283
Fold 0 | Epoch 114 - train_acc: 0.199, train_loss: 2.086, val_acc: 0.102, val_loss: 2.250
Fold 0 | Epoch 115 - train_acc: 0.200, train_loss: 2.085, val_acc: 0.113, val_loss: 2.204
Fold 0 | Epoch 116 - train_acc: 0.198, train_loss: 2.085, val_acc: 0.122, val_loss: 2.239
Fold 0 | Epoch 117 - train_acc: 0.199, train_loss: 2.085, val_acc: 0.133, val_loss: 2.318
Fold 0 | Epoch 118 - train_acc: 0.199, train_loss: 2.085, val_acc: 0.133, val_loss: 2.226
Fold 0 | Epoch 119 - train_acc: 0.198, train_loss: 2.085, val_acc: 0.142, val_loss: 2.240
Fold 0 | Epoch 120 - train_acc: 0.198, train_loss: 2.084, val_acc: 0.145, val_loss: 2.225
Fold 0 | Epoch 121 - train_acc: 0.199, train_loss: 2.084, val_acc: 0.122, val_loss: 2.202
Fold 0 | Epoch 122 - train_acc: 0.198, train_loss: 2.084, val_acc: 0.117, val_loss: 2.229
Epoch 00123: reducing learning rate of group 0 to 4.2950e-06.
Fold 0 | Epoch 123 - train_acc: 0.199, train_loss: 2.084, val_acc: 0.122, val_loss: 2.215
Fold 0 | Epoch 124 - train_acc: 0.199, train_loss: 2.084, val_acc: 0.115, val_loss: 2.230
Fold 0 | Epoch 125 - train_acc: 0.199, train_loss: 2.084, val_acc: 0.072, val_loss: 2.316
Fold 0 | Epoch 126 - train_acc: 0.199, train_loss: 2.084, val_acc: 0.120, val_loss: 2.261
Fold 0 | Epoch 127 - train_acc: 0.199, train_loss: 2.083, val_acc: 0.095, val_loss: 2.362
Fold 0 | Epoch 128 - train_acc: 0.199, train_loss: 2.083, val_acc: 0.138, val_loss: 2.253
Fold 0 | Epoch 129 - train_acc: 0.197, train_loss: 2.083, val_acc: 0.095, val_loss: 2.403
Fold 0 | Epoch 130 - train_acc: 0.199, train_loss: 2.083, val_acc: 0.125, val_loss: 2.318
Fold 0 | Epoch 131 - train_acc: 0.197, train_loss: 2.083, val_acc: 0.125, val_loss: 2.284
Fold 0 | Epoch 132 - train_acc: 0.199, train_loss: 2.083, val_acc: 0.117, val_loss: 2.283
Fold 0 | Epoch 133 - train_acc: 0.199, train_loss: 2.083, val_acc: 0.120, val_loss: 2.262
Epoch 00134: reducing learning rate of group 0 to 3.4360e-06.
Fold 0 | Epoch 134 - train_acc: 0.199, train_loss: 2.083, val_acc: 0.115, val_loss: 2.270
Fold 0 | Epoch 135 - train_acc: 0.201, train_loss: 2.082, val_acc: 0.133, val_loss: 2.227
Fold 0 | Epoch 136 - train_acc: 0.200, train_loss: 2.082, val_acc: 0.142, val_loss: 2.202
Fold 0 | Epoch 137 - train_acc: 0.200, train_loss: 2.082, val_acc: 0.147, val_loss: 2.218
Fold 0 | Epoch 138 - train_acc: 0.200, train_loss: 2.082, val_acc: 0.145, val_loss: 2.294
Fold 0 | Epoch 139 - train_acc: 0.199, train_loss: 2.082, val_acc: 0.150, val_loss: 2.392
Fold 0 | Epoch 140 - train_acc: 0.198, train_loss: 2.082, val_acc: 0.135, val_loss: 2.528
Fold 0 | Epoch 141 - train_acc: 0.200, train_loss: 2.082, val_acc: 0.133, val_loss: 2.597
Fold 0 | Epoch 142 - train_acc: 0.201, train_loss: 2.082, val_acc: 0.128, val_loss: 2.691
Fold 0 | Epoch 143 - train_acc: 0.199, train_loss: 2.082, val_acc: 0.133, val_loss: 2.800
Fold 0 | Epoch 144 - train_acc: 0.200, train_loss: 2.081, val_acc: 0.135, val_loss: 2.578
Epoch 00145: reducing learning rate of group 0 to 2.7488e-06.
Fold 0 | Epoch 145 - train_acc: 0.201, train_loss: 2.082, val_acc: 0.140, val_loss: 2.353
Fold 0 | Epoch 146 - train_acc: 0.199, train_loss: 2.081, val_acc: 0.122, val_loss: 2.265
Fold 0 | Epoch 147 - train_acc: 0.199, train_loss: 2.081, val_acc: 0.117, val_loss: 2.243
Fold 0 | Epoch 148 - train_acc: 0.200, train_loss: 2.081, val_acc: 0.120, val_loss: 2.235
Fold 0 | Epoch 149 - train_acc: 0.201, train_loss: 2.081, val_acc: 0.130, val_loss: 2.222
Fold 0 | Epoch 150 - train_acc: 0.199, train_loss: 2.081, val_acc: 0.125, val_loss: 2.240
[sub3-Fold0] BEST test_acc=0.172
Confusion matrix:
 [[69  0  0  0  0  1  0  0  0]
 [40  0  0  0  0  0  0  0  0]
 [30  0  0  0  0  0  0  0  0]
 [40  0  0  0  0  0  0  0  0]
 [30  0  0  0  0  0  0  0  0]
 [60  0  0  0  0  0  0  0  0]
 [50  0  0  0  0  0  0  0  0]
 [30  0  0  0  0  0  0  0  0]
 [50  0  0  0  0  0  0  0  0]]
Fold 1 | Epoch 01 - train_acc: 0.076, train_loss: 2.196, val_acc: 0.072, val_loss: 2.195
Fold 1 | Epoch 02 - train_acc: 0.086, train_loss: 2.194, val_acc: 0.122, val_loss: 2.193
Fold 1 | Epoch 03 - train_acc: 0.134, train_loss: 2.191, val_acc: 0.175, val_loss: 2.190
Fold 1 | Epoch 04 - train_acc: 0.172, train_loss: 2.189, val_acc: 0.175, val_loss: 2.188
Fold 1 | Epoch 05 - train_acc: 0.174, train_loss: 2.187, val_acc: 0.175, val_loss: 2.185
Fold 1 | Epoch 06 - train_acc: 0.174, train_loss: 2.185, val_acc: 0.175, val_loss: 2.181
Fold 1 | Epoch 07 - train_acc: 0.174, train_loss: 2.182, val_acc: 0.175, val_loss: 2.175
Fold 1 | Epoch 08 - train_acc: 0.175, train_loss: 2.180, val_acc: 0.175, val_loss: 2.167
Fold 1 | Epoch 09 - train_acc: 0.177, train_loss: 2.177, val_acc: 0.175, val_loss: 2.158
Fold 1 | Epoch 10 - train_acc: 0.177, train_loss: 2.174, val_acc: 0.175, val_loss: 2.153
Fold 1 | Epoch 11 - train_acc: 0.178, train_loss: 2.171, val_acc: 0.175, val_loss: 2.153
Fold 1 | Epoch 12 - train_acc: 0.178, train_loss: 2.167, val_acc: 0.175, val_loss: 2.158
Fold 1 | Epoch 13 - train_acc: 0.179, train_loss: 2.164, val_acc: 0.175, val_loss: 2.163
Epoch 00014: reducing learning rate of group 0 to 4.0000e-05.
Fold 1 | Epoch 14 - train_acc: 0.180, train_loss: 2.160, val_acc: 0.175, val_loss: 2.165
Fold 1 | Epoch 15 - train_acc: 0.180, train_loss: 2.157, val_acc: 0.175, val_loss: 2.164
Fold 1 | Epoch 16 - train_acc: 0.181, train_loss: 2.154, val_acc: 0.175, val_loss: 2.172
Fold 1 | Epoch 17 - train_acc: 0.182, train_loss: 2.152, val_acc: 0.175, val_loss: 2.197
Fold 1 | Epoch 18 - train_acc: 0.184, train_loss: 2.149, val_acc: 0.175, val_loss: 2.438
Fold 1 | Epoch 19 - train_acc: 0.184, train_loss: 2.147, val_acc: 0.175, val_loss: 3.452
Fold 1 | Epoch 20 - train_acc: 0.186, train_loss: 2.145, val_acc: 0.175, val_loss: 5.036
Fold 1 | Epoch 21 - train_acc: 0.186, train_loss: 2.143, val_acc: 0.175, val_loss: 6.475
Fold 1 | Epoch 22 - train_acc: 0.186, train_loss: 2.141, val_acc: 0.175, val_loss: 7.996
Fold 1 | Epoch 23 - train_acc: 0.188, train_loss: 2.139, val_acc: 0.175, val_loss: 8.226
Fold 1 | Epoch 24 - train_acc: 0.186, train_loss: 2.137, val_acc: 0.175, val_loss: 9.679
Epoch 00025: reducing learning rate of group 0 to 3.2000e-05.
Fold 1 | Epoch 25 - train_acc: 0.184, train_loss: 2.136, val_acc: 0.175, val_loss: 8.712
Fold 1 | Epoch 26 - train_acc: 0.186, train_loss: 2.134, val_acc: 0.175, val_loss: 8.902
Fold 1 | Epoch 27 - train_acc: 0.185, train_loss: 2.133, val_acc: 0.175, val_loss: 11.444
Fold 1 | Epoch 28 - train_acc: 0.186, train_loss: 2.132, val_acc: 0.175, val_loss: 15.091
Fold 1 | Epoch 29 - train_acc: 0.186, train_loss: 2.131, val_acc: 0.175, val_loss: 18.664
Fold 1 | Epoch 30 - train_acc: 0.186, train_loss: 2.129, val_acc: 0.175, val_loss: 19.781
Fold 1 | Epoch 31 - train_acc: 0.185, train_loss: 2.128, val_acc: 0.175, val_loss: 20.030
Fold 1 | Epoch 32 - train_acc: 0.184, train_loss: 2.127, val_acc: 0.175, val_loss: 19.377
Fold 1 | Epoch 33 - train_acc: 0.185, train_loss: 2.126, val_acc: 0.175, val_loss: 14.890
Fold 1 | Epoch 34 - train_acc: 0.185, train_loss: 2.125, val_acc: 0.175, val_loss: 12.409
Fold 1 | Epoch 35 - train_acc: 0.186, train_loss: 2.124, val_acc: 0.175, val_loss: 11.115
Epoch 00036: reducing learning rate of group 0 to 2.5600e-05.
Fold 1 | Epoch 36 - train_acc: 0.185, train_loss: 2.123, val_acc: 0.175, val_loss: 12.677
Fold 1 | Epoch 37 - train_acc: 0.186, train_loss: 2.122, val_acc: 0.175, val_loss: 11.433
Fold 1 | Epoch 38 - train_acc: 0.186, train_loss: 2.122, val_acc: 0.175, val_loss: 9.985
Fold 1 | Epoch 39 - train_acc: 0.186, train_loss: 2.121, val_acc: 0.175, val_loss: 12.621
Fold 1 | Epoch 40 - train_acc: 0.186, train_loss: 2.120, val_acc: 0.175, val_loss: 12.296
Fold 1 | Epoch 41 - train_acc: 0.187, train_loss: 2.119, val_acc: 0.175, val_loss: 10.704
Fold 1 | Epoch 42 - train_acc: 0.188, train_loss: 2.119, val_acc: 0.175, val_loss: 10.066
Fold 1 | Epoch 43 - train_acc: 0.187, train_loss: 2.118, val_acc: 0.175, val_loss: 9.373
Fold 1 | Epoch 44 - train_acc: 0.188, train_loss: 2.117, val_acc: 0.175, val_loss: 10.224
Fold 1 | Epoch 45 - train_acc: 0.187, train_loss: 2.116, val_acc: 0.175, val_loss: 11.548
Fold 1 | Epoch 46 - train_acc: 0.189, train_loss: 2.116, val_acc: 0.175, val_loss: 10.251
Epoch 00047: reducing learning rate of group 0 to 2.0480e-05.
Fold 1 | Epoch 47 - train_acc: 0.190, train_loss: 2.115, val_acc: 0.175, val_loss: 6.106
Fold 1 | Epoch 48 - train_acc: 0.192, train_loss: 2.114, val_acc: 0.175, val_loss: 8.511
Fold 1 | Epoch 49 - train_acc: 0.192, train_loss: 2.114, val_acc: 0.175, val_loss: 10.932
Fold 1 | Epoch 50 - train_acc: 0.192, train_loss: 2.113, val_acc: 0.175, val_loss: 11.183
Fold 1 | Epoch 51 - train_acc: 0.195, train_loss: 2.112, val_acc: 0.175, val_loss: 7.159
Fold 1 | Epoch 52 - train_acc: 0.193, train_loss: 2.112, val_acc: 0.175, val_loss: 8.374
Fold 1 | Epoch 53 - train_acc: 0.195, train_loss: 2.111, val_acc: 0.175, val_loss: 8.312
Fold 1 | Epoch 54 - train_acc: 0.197, train_loss: 2.111, val_acc: 0.175, val_loss: 4.910
Fold 1 | Epoch 55 - train_acc: 0.197, train_loss: 2.110, val_acc: 0.175, val_loss: 3.146
Fold 1 | Epoch 56 - train_acc: 0.197, train_loss: 2.109, val_acc: 0.175, val_loss: 2.596
Fold 1 | Epoch 57 - train_acc: 0.197, train_loss: 2.109, val_acc: 0.175, val_loss: 4.870
Epoch 00058: reducing learning rate of group 0 to 1.6384e-05.
Fold 1 | Epoch 58 - train_acc: 0.197, train_loss: 2.108, val_acc: 0.175, val_loss: 7.973
Fold 1 | Epoch 59 - train_acc: 0.197, train_loss: 2.108, val_acc: 0.175, val_loss: 10.309
Fold 1 | Epoch 60 - train_acc: 0.198, train_loss: 2.107, val_acc: 0.175, val_loss: 10.358
Fold 1 | Epoch 61 - train_acc: 0.199, train_loss: 2.107, val_acc: 0.175, val_loss: 8.633
Fold 1 | Epoch 62 - train_acc: 0.200, train_loss: 2.106, val_acc: 0.175, val_loss: 6.332
Fold 1 | Epoch 63 - train_acc: 0.198, train_loss: 2.106, val_acc: 0.175, val_loss: 4.929
Fold 1 | Epoch 64 - train_acc: 0.199, train_loss: 2.105, val_acc: 0.175, val_loss: 3.390
Fold 1 | Epoch 65 - train_acc: 0.197, train_loss: 2.105, val_acc: 0.175, val_loss: 3.502
Fold 1 | Epoch 66 - train_acc: 0.199, train_loss: 2.104, val_acc: 0.177, val_loss: 2.519
Fold 1 | Epoch 67 - train_acc: 0.201, train_loss: 2.104, val_acc: 0.105, val_loss: 2.506
Fold 1 | Epoch 68 - train_acc: 0.199, train_loss: 2.103, val_acc: 0.075, val_loss: 3.426
Fold 1 | Epoch 69 - train_acc: 0.200, train_loss: 2.103, val_acc: 0.075, val_loss: 4.666
